Date,High,Low,Open,Close,Volume,Adj Close
2018-04-03,169.0,148.25999450683594,165.89999389648438,149.00999450683594,30526500,149.00999450683594
2018-04-04,148.92999267578125,135.50999450683594,140.0,144.22000122070312,11702900,144.22000122070312
2018-04-05,152.41000366210938,141.25,149.22999572753906,143.99000549316406,7372800,143.99000549316406
2018-04-06,148.72999572753906,144.6699981689453,146.07000732421875,147.9199981689453,4228100,147.9199981689453
2018-04-09,151.0,148.58999633789062,149.5,150.0,2051400,150.0
2018-04-10,156.74000549316406,151.13299560546875,152.0,154.89999389648438,2980000,154.89999389648438
2018-04-11,154.14999389648438,147.5,154.0,149.57000732421875,1874000,149.57000732421875
2018-04-12,151.0,148.64999389648438,150.25,149.10000610351562,1371900,149.10000610351562
2018-04-13,150.4199981689453,148.0500030517578,149.8000030517578,149.0,1608100,149.0
2018-04-16,150.0,142.74000549316406,150.0,144.32000732421875,1454700,144.32000732421875
2018-04-17,149.83999633789062,146.0,146.02000427246094,148.49000549316406,1743100,148.49000549316406
2018-04-18,155.99000549316406,149.55999755859375,149.94000244140625,154.91000366210938,2235300,154.91000366210938
2018-04-19,155.02999877929688,152.00999450683594,154.39999389648438,153.47000122070312,1056900,153.47000122070312
2018-04-20,159.0,151.22999572753906,152.35000610351562,158.4499969482422,2339000,158.4499969482422
2018-04-23,160.67999267578125,154.6060028076172,159.39999389648438,158.0399932861328,2436500,158.0399932861328
2018-04-24,159.25999450683594,153.52000427246094,159.0,155.07000732421875,1180400,155.07000732421875
2018-04-25,154.60000610351562,150.0590057373047,153.9499969482422,153.3300018310547,1884600,153.3300018310547
2018-04-26,157.8000030517578,151.32000732421875,153.0,156.60000610351562,1277200,156.60000610351562
2018-04-27,160.0,157.0,157.3699951171875,159.97999572753906,1737800,159.97999572753906
2018-04-30,162.8800048828125,159.6999969482422,161.50999450683594,161.6699981689453,3638400,161.6699981689453
2018-05-01,165.1699981689453,161.2100067138672,162.1199951171875,164.8800048828125,2963900,164.8800048828125
2018-05-02,171.22999572753906,166.0,166.52000427246094,170.0,6942800,170.0
2018-05-03,161.11000061035156,151.11000061035156,154.12100219726562,160.3800048828125,11094800,160.3800048828125
2018-05-04,161.11000061035156,152.55999755859375,161.11000061035156,154.25999450683594,4292600,154.25999450683594
2018-05-07,154.7100067138672,148.06100463867188,154.5,150.0,5623700,150.0
2018-05-08,154.64999389648438,150.25999450683594,151.02000427246094,150.63999938964844,2460300,150.63999938964844
2018-05-09,150.97000122070312,148.49000549316406,150.52000427246094,150.07000732421875,1857400,150.07000732421875
