Date,High,Low,Open,Close,Volume,Adj Close
2018-03-28,1024.989990234375,984.0,1001.9099731445312,1005.1799926757812,3884900,1005.1799926757812
2018-03-29,1048.050048828125,1004.0399780273438,1011.2100219726562,1037.1400146484375,3466900,1037.1400146484375
2018-04-02,1039.530029296875,994.25,1027.6199951171875,1012.6300048828125,3253400,1012.6300048828125
2018-04-03,1025.0,997.25,1016.1500244140625,1018.6799926757812,2566100,1018.6799926757812
2018-04-04,1032.739990234375,996.510009765625,998.22998046875,1029.7099609375,2536200,1029.7099609375
2018-04-05,1046.7099609375,1024.0,1046.3900146484375,1032.6400146484375,1791800,1032.6400146484375
2018-04-06,1036.0,1006.25,1023.0999755859375,1009.9500122070312,2006700,1009.9500122070312
2018-04-09,1044.5899658203125,1019.2000122070312,1020.0399780273438,1020.0900268554688,1661000,1020.0900268554688
2018-04-10,1041.2099609375,1015.4099731445312,1030.260009765625,1036.5,1831000,1036.5
2018-04-11,1035.8699951171875,1019.2000122070312,1032.0,1025.06005859375,1703000,1025.06005859375
2018-04-12,1044.6500244140625,1026.050048828125,1031.469970703125,1037.2900390625,1644800,1037.2900390625
2018-04-13,1052.97998046875,1030.1500244140625,1046.8900146484375,1036.0400390625,1270500,1036.0400390625
2018-04-16,1051.4300537109375,1033.9200439453125,1045.550048828125,1046.0999755859375,1488800,1046.0999755859375
2018-04-17,1085.0,1057.0899658203125,1061.199951171875,1079.3599853515625,2729200,1079.3599853515625
2018-04-18,1082.0,1070.52001953125,1079.010009765625,1075.3900146484375,1556300,1075.3900146484375
2018-04-19,1097.510009765625,1069.02001953125,1069.02001953125,1089.449951171875,1994200,1089.449951171875
2018-04-20,1094.75,1072.0999755859375,1084.27001953125,1077.3199462890625,2121700,1077.3199462890625
2018-04-23,1088.0,1066.6800537109375,1082.97998046875,1073.81005859375,3479500,1073.81005859375
2018-04-24,1064.489990234375,1012.8599853515625,1059.199951171875,1022.6400146484375,6411000,1022.6400146484375
2018-04-25,1036.0699462890625,1017.010009765625,1029.75,1022.989990234375,2893000,1022.989990234375
2018-04-26,1052.02001953125,1020.4500122070312,1033.219970703125,1043.31005859375,2546300,1043.31005859375
2018-04-27,1051.699951171875,1027.5899658203125,1045.5400390625,1031.449951171875,2037300,1031.449951171875
2018-04-30,1038.3699951171875,1018.2999877929688,1034.4200439453125,1018.5800170898438,1724600,1018.5800170898438
2018-05-01,1041.72998046875,1010.6099853515625,1016.2999877929688,1040.75,1766300,1040.75
